"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"9235","1.0","194","[""CHEM""]","46","""42/999""","","[""Anthony T. Watson""]","""4/999""","100","[""SC 378""]","55","""Chemical Reactions""","126","false","""D""","3","""1/999""","""8/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9236","0.0","195","[""CHEM""]","0","""24/999""","","[""Robert Hanson""]","""1/999""","100","[""SC 374/363""]","28","""Chem Reactions/Lab""","126","false","""D""","3","""1/999""","""2/999""","""C""","20043","[""T 0300-0600PM""]","","""Lab""","2004"
"9237","0.0","195","[""CHEM""]","0","""21/999""","","[""Anthony T. Watson""]","""2/999""","100","[""SC 374/363""]","28","""Chem Reactions/Lab""","126","false","""E""","3","""1/999""","""5/999""","""C""","20043","[""W 0200-0500PM""]","","""Lab""","2004"
"9238","0.0","195","[""CHEM""]","0","""28/999""","","[""Jeffrey J. Schwinefus""]","""0/999""","100","[""SC 374/363""]","28","""Chem Reactions/Lab""","126","false","""F""","3","""0/999""","""3/999""","""C""","20043","[""Th 0800-1100""]","","""Lab""","2004"
"9239","0.0","195","[""CHEM""]","0","""21/999""","","[""Beth Abdella""]","""2/999""","100","[""SC 374/371""]","28","""Chem Reactions/Lab""","126","false","""G""","3","""1/999""","""4/999""","""C""","20043","[""Th 1250-0350PM""]","","""Lab""","2004"
"9240","0.0","195","[""CHEM""]","0","""20/999""","","[""Anthony T. Watson""]","""3/999""","100","[""SC 374/363""]","28","""Chem Reactions/Lab""","126","false","""H""","3","""0/999""","""0/999""","""O""","20043","[""Th 0300-0600PM""]","","""Lab""","2004"
"9241","1.0","197","[""CHEM""]","44","""0/999""","","[""Gary O. Spessard""]","""9/999""","200","[""HH 501""]","50","""Organic Chemistry""","248","false","""A""","3","""2/999""","""36/999""","""O""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9242","1.0","197","[""CHEM""]","59","""0/999""","","[""Wesley Pearson""]","""15/999""","200","[""SC 282""]","50","""Organic Chemistry""","248","false","""B""","3","""6/999""","""46/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9243","0.25","200","[""CHEM""]","23","""0/999""","","[""Gary O. Spessard""]","""12/999""","200","[""SC 378/311""]","20","""Synthesis Lab""","254","true","""A""","3","""1/999""","""12/999""","""C""","20043","[""M 0200-0500PM""]","","""Lab""","2004"
"9244","0.25","200","[""CHEM""]","15","""0/999""","","[""Wesley Pearson""]","""3/999""","200","[""SC 378/311""]","16","""Synthesis Lab""","254","true","""B""","3","""2/999""","""13/999""","""C""","20043","[""T 0800-1100""]","","""Lab""","2004"
"9245","0.25","200","[""CHEM""]","23","""0/999""","","[""Gary O. Spessard""]","""6/999""","200","[""SC 378/311""]","16","""Synthesis Lab""","254","true","""C""","3","""3/999""","""13/999""","""C""","20043","[""T 0120-0420PM""]","","""Lab""","2004"
"9246","0.25","200","[""CHEM""]","22","""0/999""","","[""Gary O. Spessard""]","""2/999""","200","[""SC 378/311""]","20","""Synthesis Lab""","254","true","""D""","3","""0/999""","""21/999""","""C""","20043","[""W 0200-0500PM""]","","""Lab""","2004"
"9247","0.25","200","[""CHEM""]","16","""0/999""","","[""Wesley Pearson""]","""0/999""","200","[""SC 378/311""]","16","""Synthesis Lab""","254","true","""E""","3","""0/999""","""17/999""","""C""","20043","[""Th 0800-1100""]","","""Lab""","2004"
"9248","1.0","201","[""CHEM""]","32","""0/999""","","[""Douglas J. Beussman""]","""20/999""","200","[""SC 282"", ""SC 282""]","32","""Analytical Chem""","255","false","","3","""7/999""","""2/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9249","0.25","202","[""CHEM""]","16","""0/999""","","[""Mary Walczak""]","""7/999""","200","[""SC 321""]","10","""Analytical Lab""","256","true","""A""","3","""4/999""","""0/999""","""C""","20043","[""T 0120-0520PM""]","","""Lab""","2004"
"9250","0.25","202","[""CHEM""]","16","""0/999""","","[""Mary Walczak""]","""11/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","""B""","3","""2/999""","""3/999""","""C""","20043","[""W 0100-0500PM""]","","""Lab""","2004"
"9251","1.0","204","[""CHEM""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9252","1.0","205","[""CHEM""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9253","0.25","206","[""CHEM""]","12","""0/999""","","[""Jeffrey J. Schwinefus""]","""3/999""","300","[""SC 329""]","12","""Physical Lab""","357","true","""A""","3","""9/999""","""0/999""","""C""","20043","[""T 0120-0520PM""]","","""Lab""","2004"
"9254","0.25","206","[""CHEM""]","10","""0/999""","","[""Jeffrey J. Schwinefus""]","""2/999""","300","[""SC 329""]","12","""Physical Lab""","357","true","""B""","3","""8/999""","""0/999""","""O""","20043","[""W 0100-0500PM""]","","""Lab""","2004"
"9255","1.0","207","[""CHEM""]","20","""0/999""","","[""Jeffrey J. Schwinefus""]","""4/999""","300","[""SC 374""]","34","""Physical Chemistry""","371","false","","3","""16/999""","""0/999""","""O""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9256","0.25","209","[""CHEM""]","6","""0/999""","","[""Gregory W. Muth""]","""4/999""","300","","8","""Experimental Biochem""","373","true","","3","""4/999""","""0/999""","""C""","20043","","","""Research""","2004"
"9257","0.25","211","[""CHEM""]","1","""0/999""","","[""Mary Walczak""]","""0/999""","300","","5","""Advanced Lab""","375","true","","3","""0/999""","""0/999""","""O""","20043","","","""Lab""","2004"
"9258","1.0","214","[""CHEM""]","30","""0/999""","","[""Beth Abdella""]","""19/999""","300","[""SC 274""]","34","""Biochemistry I""","379","false","","3","""10/999""","""1/999""","""O""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9259","1.0","218","[""CHEM""]","9","""0/999""","","[""Gregory W. Muth""]","""5/999""","300","[""SC 374""]","34","""Biochemistry II""","385","false","","3","""6/999""","""0/999""","""O""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9260","1.0","219","[""CHEM""]","8","""0/999""","","[""Patrick N. Riley""]","""7/999""","300","[""SC 374""]","35","""Adv Inorganic Chem""","386","false","","3","""4/999""","""0/999""","""O""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9261","1.0","220","[""CHEM""]","3","""0/999""","","[""Gary O. Spessard""]","""1/999""","300","[""SC 374"", ""SC 374""]","10","""Adv Organic Chemistry""","388","false","","3","""4/999""","""0/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9262","1.0","221","[""CHEM""]","5","""0/999""","","[""Paul T. Jackson""]","""3/999""","300","[""SC 310"", ""SC 310""]","12","""Top: Analyt Env Chem""","391","false","","3","""2/999""","""0/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Topic""","2004"
"9263","1.0","222","[""CHEM""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9264","1.0","223","[""CHEM""]","1","""0/999""","","[""Paul T. Jackson""]","""0/999""","300","","999","""IR/Steroid Research""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9265","1.0","223","[""CHEM""]","1","""0/999""","","[""Douglas J. Beussman""]","""0/999""","300","","999","""IR/Lcms Protein Res""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9266","1.0","223","[""CHEM""]","1","""0/999""","","[""Douglas J. Beussman""]","""0/999""","300","","999","""IR/Forensic Sci Res 2""","398","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9267","1.0","223","[""CHEM""]","1","""0/999""","","[""Douglas J. Beussman""]","""0/999""","300","","999","""IR/Bioanalytical Chem""","398","false","""C""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9268","0.25","224","[""BMOLS""]","26","""3/999""","","[""Beth Abdella""]","""8/999""","200","[""SC 129""]","40","""Expl Biomolecular Sci""","201","true","","3","""6/999""","""9/999""","""C""","20043","[""Th 0700-0900PM""]","","""Research""","2004"
"9269","1.0","231","[""CLASS""]","29","""2/999""","","[""Paul P. Moran""]","""5/999""","200","[""OM 031"", ""OM 031""]","30","""Golden Age of Rome-Tr""","244","false","","3","""7/999""","""16/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9270","1.0","233","[""CLASS""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9271","1.0","234","[""CLASS""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9272","1.0","235","[""CLASS""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9273","1.0","236","[""CLASS""]","1","""0/999""","","[""Anne Groton""]","""1/999""","300","","999","""IR/Anc Epic in Cntxt""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9274","1.0","236","[""CLASS""]","1","""0/999""","","[""Tarik Wareh""]","""0/999""","300","","999","""IR/Plato's Letters""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9275","1.0","239","[""CHIN""]","2","""1/999""","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 001""]","15","""Beginning Chinese II""","112","false","""A""","3","""0/999""","""1/999""","""O""","20043","[""MWF 0905-1000"", ""T 0800-0925""]","","""Research""","2004"
"9276","1.0","239","[""CHIN""]","6","""4/999""","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 001""]","15","""Beginning Chinese II""","112","false","""B""","3","""0/999""","""1/999""","""O""","20043","[""MWF 1150-1245PM"", ""T 0935-1100""]","","""Research""","2004"
"9277","1.0","239","[""CHIN""]","6","""4/999""","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 001""]","15","""Beginning Chinese II""","112","false","""C""","3","""1/999""","""1/999""","""O""","20043","[""MWF 0905-1000"", ""T 0935-1100""]","","""Research""","2004"
"9278","1.0","239","[""CHIN""]","6","""3/999""","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 001""]","15","""Beginning Chinese II""","112","false","""D""","3","""0/999""","""0/999""","""O""","20043","[""MWF 1150-1245PM"", ""T 0800-0925""]","","""Research""","2004"
"9279","1.0","243","[""CHIN""]","16","""1/999""","","[""Pin Pin Wan""]","""0/999""","200","[""OM 001"", ""OM 002"", ""OM 002""]","25","""Intermed Chinese II""","232","false","","3","""0/999""","""14/999""","""O""","20043","[""MWF 1045-1140"", ""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2004"
"9280","1.0","246","[""CHIN""]","8","""0/999""","","[""Pin Pin Wan""]","""6/999""","200","[""OM 003""]","10","""Advanced Chinese II""","252","false","","3","""2/999""","""0/999""","""O""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9281","1.0","248","[""CHIN""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9282","1.0","249","[""CHIN""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9283","1.0","251","[""CHIN""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9284","1.0","252","[""CHIN""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9285","1.0","259","[""ECON""]","24","""16/999""","","[""Siriwan Chutikamoltham""]","""1/999""","100","[""SC 170"", ""SC 170""]","25","""Principles of Econ""","121","false","""A""","3","""1/999""","""3/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9286","1.0","259","[""ECON""]","28","""19/999""","","[""Mary Ann Emery""]","""3/999""","100","[""HH 413""]","25","""Principles of Econ""","121","false","""B""","3","""2/999""","""1/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9287","1.0","259","[""ECON""]","28","""4/999""","","[""Daniel B. Kramer""]","""1/999""","100","[""HH 413""]","25","""Principles of Econ""","121","false","""C""","3","""4/999""","""16/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9288","1.0","259","[""ECON""]","22","""17/999""","","[""Terry J. Fitzgerald""]","""0/999""","100","[""SC 184"", ""SC 184""]","25","""Principles of Econ""","121","false","""D""","3","""1/999""","""7/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9289","1.0","259","[""ECON""]","27","""16/999""","","[""Terry J. Fitzgerald""]","""4/999""","100","[""HH 403"", ""HH 403""]","25","""Principles of Econ""","121","false","""E""","3","""0/999""","""1/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9290","1.0","263","[""ECON""]","38","""0/999""","","[""Daniel B. Kramer""]","""9/999""","200","[""HH 501""]","25","""Intro to Game Theory""","222","false","","3","""13/999""","""3/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9291","1.0","264","[""ECON""]","16","""9/999""","","[""Edward David Emery""]","""2/999""","200","[""HH 516""]","25","""Economic Methods""","233","false","","3","""0/999""","""9/999""","""O""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9292","1.0","268","[""ECON""]","27","""0/999""","","[""David Schodt""]","""12/999""","200","[""SC 184"", ""SC 184""]","25","""Economic Development""","243","false","","3","""13/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9293","1.0","269","[""ECON""]","21","""4/999""","","[""Anthony Becker""]","""3/999""","200","[""HH 413"", ""HH 413""]","25","""Bus, Govt & Marketpl""","244","false","","3","""7/999""","""9/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9294","1.0","271","[""ECON""]","28","""0/999""","","[""Paul Wojick""]","""12/999""","200","[""HH 413"", ""HH 413""]","25","""History Econ Thought""","247","false","","3","""4/999""","""8/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9295","1.0","274","[""ECON""]","21","""4/999""","","[""Mark Pernecky""]","""3/999""","200","[""HH 501"", ""HH 501""]","25","""Macroeconomic Theory""","261","false","""A""","3","""0/999""","""18/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9296","1.0","274","[""ECON""]","15","""3/999""","","[""Mark Pernecky""]","""2/999""","200","[""OM 031"", ""OM 031""]","25","""Macroeconomic Theory""","261","false","""B""","3","""1/999""","""6/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9297","1.0","275","[""ECON""]","14","""4/999""","","[""Edward David Emery""]","""2/999""","200","[""HH 403""]","25","""Microeconomic Theory""","262","false","""A""","3","""0/999""","""8/999""","""O""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9298","1.0","275","[""ECON""]","22","""1/999""","","[""Edward David Emery""]","""4/999""","200","[""HH 403""]","25","""Microeconomic Theory""","262","false","""B""","3","""3/999""","""17/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9299","1.0","276","[""ECON""]","1","""0/999""","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9300","1.0","277","[""ECON""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9301","1.0","278","[""ECON""]","14","""0/999""","","[""Rebecca Judge""]","""8/999""","300","[""HH 515""]","20","""Econ of Public Policy""","371","false","","3","""9/999""","""0/999""","""O""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9302","1.0","279","[""ECON""]","9","""0/999""","","[""Terry J. Fitzgerald""]","""4/999""","300","[""HH 515"", ""HH 515""]","20","""Money and Banking""","374","false","","3","""2/999""","""0/999""","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9303","1.0","281","[""ECON""]","13","""0/999""","","[""Veronika Dolar""]","""5/999""","300","[""HH 403""]","20","""International Econ""","382","false","","3","""13/999""","""0/999""","""O""","20043","[""M 0700-1000PM""]","","""Research""","2004"
"9304","1.0","283","[""ECON""]","0","""0/999""","","[""Staff""]","""0/999""","300","","10","""Senior Project""","389","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9305","1.0","284","[""ECON""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9306","1.0","285","[""ECON""]","1","""0/999""","","[""Mark Pernecky""]","""0/999""","300","","999","""IR/Keynesian/Fascism""","398","false","","3","""1/999""","""0/999""","""O""","20043","","","""Research""","2004"
